Add to Any Salad - Salmon (grilled or blackened),8.50,Relish Craft Kitchen & Bourbon Bar
Cheeseburger,17.50,Relish Craft Kitchen & Bourbon Bar
Old Southern,18.50,Relish Craft Kitchen & Bourbon Bar
Piedmont,18.50,Relish Craft Kitchen & Bourbon Bar
Carolina Chili (burger),18.50,Relish Craft Kitchen & Bourbon Bar
Black & Blue,18.50,Relish Craft Kitchen & Bourbon Bar
Tony’s Bacon Jam Burger,19.00,Relish Craft Kitchen & Bourbon Bar
Santa Fe Burger/Chicken,18.00,Relish Craft Kitchen & Bourbon Bar
Hamburger/Cheeseburger (Kid's),8.50,Relish Craft Kitchen & Bourbon Bar
Mac & Cheese (Kid's),8.50,Relish Craft Kitchen & Bourbon Bar
Grilled Cheese (Kid's),8.50,Relish Craft Kitchen & Bourbon Bar
Grilled Chicken Breast (Kid's),8.50,Relish Craft Kitchen & Bourbon Bar
Fried Chicken Fingers (Kid's),8.50,Relish Craft Kitchen & Bourbon Bar
Fried or Grilled Cod (Kid's),8.50,Relish Craft Kitchen & Bourbon Bar
Doughnuts,8.50,Relish Craft Kitchen & Bourbon Bar
Chocolate Chess Pie (whole pie),24.00,Relish Craft Kitchen & Bourbon Bar
Chocolate Chess Pie (per slice),7.50,Relish Craft Kitchen & Bourbon Bar
Banana Pudding in a Jar,7.50,Relish Craft Kitchen & Bourbon Bar
Housemade Bread Service Parkerhouse Rolls,8,The Oak Raleigh
Oysters Rockefeller,5,The Oak Raleigh
NC Shrimp Cocktail,22,The Oak Raleigh
East Coast Oysters,4,The Oak Raleigh
Deviled Eggs,3,The Oak Raleigh
Roasted Bone Marrow,22,The Oak Raleigh
C.A.B. Tenderloin Tartare,20,The Oak Raleigh
Roasted Beets,16,The Oak Raleigh
Roasted Carrot Salad,9,The Oak Raleigh
Roasted Carrot Salad,17,The Oak Raleigh
Local Bibb Lettuces,7,The Oak Raleigh
Local Bibb Lettuces,11,The Oak Raleigh
Caesar,9,The Oak Raleigh
Caesar,15,The Oak Raleigh
Grilled Steak (Add),21,The Oak Raleigh
Grilled Shrimp (Add),16,The Oak Raleigh
Grilled Chicken (Add),13,The Oak Raleigh
Steak Frites,36,The Oak Raleigh
Local Catch,MKT,The Oak Raleigh
Cacio E Pepe Gnocchi,35,The Oak Raleigh
Braised Lamb Shank,48,The Oak Raleigh
Confit Duck Leg,42,The Oak Raleigh
Prime NY Strip Meatloaf,49,The Oak Raleigh
Oak Steakhouse Burger,24,The Oak Raleigh
Nueske's Bacon (Add),2,The Oak Raleigh
16oz Prime Boneless Ribeye,84,The Oak Raleigh
14oz Prime Boneless NY Strip,68,The Oak Raleigh
8oz Filet Mignon,63,The Oak Raleigh
10oz Hanger Steak,48,The Oak Raleigh
Grilled Shrimp (Add to Steak),18,The Oak Raleigh
Foie Gras (Add),20,The Oak Raleigh
Roasted Bone Marrow (Add),12,The Oak Raleigh
Coldwater Lobster,35,The Oak Raleigh
Coldwater Lobster,60,The Oak Raleigh
Oak Steak Sauce,2,The Oak Raleigh
Sauce Dianne,4,The Oak Raleigh
Au Poivre,4,The Oak Raleigh
Chimichurri,2,The Oak Raleigh
Cumberland,4,The Oak Raleigh
Bearnaise,3,The Oak Raleigh
Demiglace,4,The Oak Raleigh
Horseradish Cream,2,The Oak Raleigh
Horseradish-Miso Butter (Add),2,The Oak Raleigh
Red Wine Blue Cheese Butter (Add),4,The Oak Raleigh
Black Truffle Butter (Add),6,The Oak Raleigh
Joyce Farms Pork (Chop),38,The Oak Raleigh
New Zealand Venison (Chop),59,The Oak Raleigh
Australian Lamb (Chop),50,The Oak Raleigh
Roasted Shishito Peppers,14,The Oak Raleigh
Bone Marrow Frites,12,The Oak Raleigh
Braised Collard Greens,12,The Oak Raleigh
Yukon Gold Mashed Potatoes,12,The Oak Raleigh
Pan Roasted Mushrooms,16,The Oak Raleigh
Mac & Cheese,14,The Oak Raleigh
Lobster (Add),26,The Oak Raleigh
Barrel-Aged Old Fashioned,16,The Oak Raleigh
Oak Smoked Manhattan,16,The Oak Raleigh
Frezier Sprit,16,The Oak Raleigh
Belle Fleur,16,The Oak Raleigh
Big Garden Energy,16,The Oak Raleigh
Yabba Dabba,16,The Oak Raleigh
Mariner's Compass,18,The Oak Raleigh
The All Spice Affair,16,The Oak Raleigh
Flight of Old Fashioneds,40,The Oak Raleigh
Trophy Brewing Mort's Lager,10,The Oak Raleigh
Lynnwood Mosaic Pale Ale,10,The Oak Raleigh
Raleigh Brewing First Squeeze,10,The Oak Raleigh
Raleigh Brewing Hidden Pipe Porter,10,The Oak Raleigh
Mason Jar Pull Tab Pilsner,8,The Oak Raleigh
Blake's Triple Jam Hard Cider,8,The Oak Raleigh
Bill & Ted's Excellent Amber,9,The Oak Raleigh
Bell’s Two Hearted IPA,9,The Oak Raleigh
Trappistes Rochefort 10 Belgian Ale,16,The Oak Raleigh
Miller Lite,7,The Oak Raleigh
Heineken Non-Alcoholic,8,The Oak Raleigh
Athletic Brewing Free Wave Hazy IPA,8,The Oak Raleigh
Athletic Brewing Athletic Lite,8,The Oak Raleigh
Oak Chocolate Cake,18,The Oak Raleigh
Sticky Toffee Pudding Cake,15,The Oak Raleigh
Peanut Butter Pie,16,The Oak Raleigh
Persimmon Cheesecake,16,The Oak Raleigh
Baked Alaska,20,The Oak Raleigh
Trio of Housemade Ice Creams & Sorbets,4,The Oak Raleigh
Trio of Housemade Ice Creams & Sorbets,14,The Oak Raleigh
X Marks The Spot,18,The Oak Raleigh
Espresso Martini Affogato,18,The Oak Raleigh
Espresso Martini,15,The Oak Raleigh
Zero-Proof Espresso Martini,12,The Oak Raleigh
Black Manhattan,13,The Oak Raleigh
Last Word,13,The Oak Raleigh
Negroni,10,The Oak Raleigh
Daiquiri,10,The Oak Raleigh
Boilermaker,12,The Oak Raleigh
Oysters on The Half Shell,MP,The Oak Raleigh
Bone Marrow Boilermaker,20,The Oak Raleigh
Oysters Rockefeller,24,The Oak Raleigh
Deviled Eggs,8,The Oak Raleigh
Beef Tartare,18,The Oak Raleigh
Social Hour Burger,15,The Oak Raleigh
Steak Frites,38,The Oak Raleigh
Mini Lobster Rolls,55,The Oak Raleigh
